,Name,Conservation status,Kingdom,Phylum,Class,Order,Family,Genus,Species,Binomial Name,Synonyms,Summary,Categories,References,Wiki URL,Image,Countries,Habitat
162,California quail,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,C. californica,"Callipepla californica(Shaw, 1798)",,"The California quail (Callipepla californica), also known as the California valley quail or Valley quail, is a small ground-dwelling bird in the New World quail family. These birds have a curving crest or plume, made of six feathers, that droops forward: black in males and brown in females; the flanks are brown with white streaks.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1798']","['http://www.netstate.com/states/symb/birds/ca_valley_quail.htm', 'http://bna.birds.cornell.edu/bna/species/473', 'http://sora.unm.edu/sites/default/files/journals/auk/v115n02/p0394-p0403.pdf']",https://en.wikipedia.org/wiki/California_quail,https://upload.wikimedia.org/wikipedia/commons/1/1d/7Z1E8972c.jpg,,
163,"(""Campbell's fairywren"", 'Scientific classification')",,Animalia,Chordata,Aves,Passeriformes,Maluridae,Chenorhamphus,C. campbelli,"Chenorhamphus campbelli(Schodde & Weatherly, 1982)",Chenorhamphus grayi campbelli Malurus campbelli Malurus grayi campbelli,"In biology, taxonomy (from Ancient Greek  τάξις (taxis) 'arrangement', and  -νομία (-nomia) 'method') is the scientific study of naming, defining (circumscribing) and classifying groups of biological organisms based on shared characteristics. Organisms are grouped into taxa (singular: taxon) and these groups are given a taxonomic rank; groups of a given rank can be aggregated to form a more inclusive group of higher rank, thus creating a taxonomic hierarchy.","['All articles lacking reliable references', 'All articles to be merged', 'All articles with vague or ambiguous time']","['http://www.aje.com/en/arc/editing-tip-scientific-names-species/', 'http://www.biocyclopedia.com/index/biological_classification.php', 'http://www.biological-concepts.com/views/search.php?term=1508']",https://en.wikipedia.org/wiki/Taxonomy_(biology),https://upload.wikimedia.org/wikipedia/commons/a/a5/Biological_classification_L_Pengo_vflip.svg,,
164,Canada gooseTemporal range: Pleistocene–present PreꞒ Ꞓ O S D C P T J K Pg N ↓,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,B. canadensis,"Branta canadensis(Linnaeus, 1758)","Anas canadensis Linnaeus, 1758","The Canada goose (Branta canadensis), or Canadian goose, is a large wild goose with a black head and neck, white cheeks, white under its chin, and a brown body. It is native to the arctic and temperate regions of North America, and it is occasionally found during migration across the Atlantic in northern Europe.","['All articles with unsourced statements', 'Articles containing Old Norse-language text', ""Articles with 'species' microformats""]","['http://www.ec.gc.ca/mbc-com/default.asp?lang=en&n=98A918B1-1#ws021DF630', 'http://bismarcktribune.com/news/obituaries/forrest-lee/article_aa918dcc-70b0-11e2-aeaf-001a4bcf887a.html', 'http://www.britannica.com/EBchecked/topic/91857/Canada-goose']",https://en.wikipedia.org/wiki/Canada_goose,https://upload.wikimedia.org/wikipedia/commons/c/cf/At_home_in_Llyn_Coed_Y_Dinas_-_geograph.org.uk_-_781969.jpg,United Kingdom,
165,CanvasbackTemporal range: Pleistocene–present PreꞒ Ꞓ O S D C P T J K Pg N ↓,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,A. valisineria,"Aythya valisineria(Wilson, 1814)",Aythya vallisneria (lapsus),"The canvasback (Aythya valisineria) is a species of diving duck, the largest found in North America.


== Taxonomy ==
Scottish-American naturalist Alexander Wilson described the canvasback in 1814.","['All articles with unsourced statements', ""Articles with 'species' microformats"", 'Articles with short description']","['http://www.eu-nomen.eu/portal/taxon.php?GUID=urn:lsid:faunaeur.org:taxname:96514', 'http://www.mbr-pwrc.usgs.gov/id/framlst/i1470id.html', 'http://vireo.acnatsci.org/search.html?Form=Search&SEARCHBY=Common&KEYWORDS=Canvasback&showwhat=images&AGE=All&SEX=All&ACT=All&Search=Search&VIEW=All&ORIENTATION=All&RESULTS=24']",https://en.wikipedia.org/wiki/Canvasback,https://upload.wikimedia.org/wikipedia/commons/3/35/Aythya_valisineria2.jpg,,
166,"('Cape Verde buzzard', 'Scientific classification')",,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,B. bannermani,"Buteo bannermani(Swann, 1919)",Buteo buteo bannermani,"In biology, taxonomy (from Ancient Greek  τάξις (taxis) 'arrangement', and  -νομία (-nomia) 'method') is the scientific study of naming, defining (circumscribing) and classifying groups of biological organisms based on shared characteristics. Organisms are grouped into taxa (singular: taxon) and these groups are given a taxonomic rank; groups of a given rank can be aggregated to form a more inclusive group of higher rank, thus creating a taxonomic hierarchy.","['All articles lacking reliable references', 'All articles to be merged', 'All articles with vague or ambiguous time']","['http://www.aje.com/en/arc/editing-tip-scientific-names-species/', 'http://www.biocyclopedia.com/index/biological_classification.php', 'http://www.biological-concepts.com/views/search.php?term=1508']",https://en.wikipedia.org/wiki/Taxonomy_(biology),https://upload.wikimedia.org/wikipedia/commons/a/a5/Biological_classification_L_Pengo_vflip.svg,,
167,Cape crow or black crow in Zulu Inhlungulu,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,C. capensis,"Corvus capensisLichtenstein, 1823",,"The Cape crow or black crow (Corvus capensis) is slightly larger (48–50 cm in length) than the carrion crow and is completely black with a slight gloss of purple in its feathers. It has proportionately longer legs, wings and tail too and has a much longer, slimmer bill that seems to be adapted for probing into the ground for invertebrates.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1823']","['http://ibc.hbw.com/ibc/phtml/especie.phtml?idEspecie=8284', 'http://gianfvil.gamersrevolt.it/Sud%20Africa/Black%20crow.jpg', 'http://datazone.birdlife.org/species/factsheet/22705978']",https://en.wikipedia.org/wiki/Cape_crow,https://upload.wikimedia.org/wikipedia/commons/4/4e/Black_Crow_%28Corvus_capensis%29_%28W1CDR0000989_BD23%29.ogg,,
168,Pale-legged hornero,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Furnariidae,Furnarius,F. leucopus,"Furnarius leucopusSwainson, 1837",,"The pale-legged hornero (Furnarius leucopus) is a species of bird in the family Furnariidae. It includes the Pacific hornero (F. leucopus cinnamomeus) and the Caribbean hornero (F. leucopus longirostris), which often are considered separate species.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/103670881', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=115682', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T103670881A95026700.en']",https://en.wikipedia.org/wiki/Pale-legged_hornero,https://upload.wikimedia.org/wikipedia/commons/d/d0/Furnarius-icon.png,Colombia,
169,Olive tanager,,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Chlorothraupis,C. carmioli,"Chlorothraupis carmioli(Lawrence, 1868)",,"The olive tanager (Chlorothraupis carmioli), also known as Carmiol's tanager, is a species of bird traditionally placed in the family Thraupidae (tanagers), though molecular evidence indicates it should be placed in Cardinalidae (cardinals). This bird's natural habitats are subtropical or tropical moist lowland forests and heavily degraded former forest.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1868']","['http://www.hbw.com/node/61841', 'http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.550.1550', 'http://pubmed.ncbi.nlm.nih.gov/17920298']",https://en.wikipedia.org/wiki/Olive_tanager,https://upload.wikimedia.org/wikipedia/commons/5/5e/Chlorothraupis_carmioli_-Costa_Rica-8.jpg,,forest
170,Carrion crowTemporal range: Late Pleistocene–Recent PreꞒ Ꞓ O S D C P T J K Pg N ↓,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,C. corone,"Corvus coroneLinnaeus, 1758",,"The carrion crow (Corvus corone) is a passerine bird of the family Corvidae and the genus Corvus which is native to western Europe and the eastern Palearctic.


== Taxonomy and systematics ==
The carrion crow was one of the many species originally described by Carl Linnaeus in his landmark 1758 10th edition of Systema Naturae, and it still bears its original name of Corvus corone.","['All articles to be expanded', 'Articles containing Ancient Greek (to 1453)-language text', 'Articles containing Latin-language text']","['http://ibc.lynxeds.com/species/carrion-crow-corvus-corone', 'http://www.m-w.com/dictionary/corvus', 'http://www.scricciolo.com/eurosongs/Corvus.corone.wav']",https://en.wikipedia.org/wiki/Carrion_crow,https://upload.wikimedia.org/wikipedia/commons/8/8a/Carrion_Crow_%28Corvus_corone%29_%28W1CDR0001425_BD18%29.ogg,,
171,"('Carrizal seedeater', 'Scientific classification')",,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Amaurospiza,A. carrizalensis,"Amaurospiza carrizalensisLentino & Restall, 2003[1]",,"In biology, taxonomy (from Ancient Greek  τάξις (taxis) 'arrangement', and  -νομία (-nomia) 'method') is the scientific study of naming, defining (circumscribing) and classifying groups of biological organisms based on shared characteristics. Organisms are grouped into taxa (singular: taxon) and these groups are given a taxonomic rank; groups of a given rank can be aggregated to form a more inclusive group of higher rank, thus creating a taxonomic hierarchy.","['All articles lacking reliable references', 'All articles to be merged', 'All articles with vague or ambiguous time']","['http://www.aje.com/en/arc/editing-tip-scientific-names-species/', 'http://www.biocyclopedia.com/index/biological_classification.php', 'http://www.biological-concepts.com/views/search.php?term=1508']",https://en.wikipedia.org/wiki/Taxonomy_(biology),https://upload.wikimedia.org/wikipedia/commons/a/a5/Biological_classification_L_Pengo_vflip.svg,,
172,Cebu Flowerpecker,Critically Endangered (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Dicaeidae,Dicaeum,D. quadricolor,"Dicaeum quadricolor(Tweeddale, 1877)",,The Cebu flowerpecker (Dicaeum quadricolor) is a small passerine bird. It is endemic to Cebu Island in the Philippines.,"[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1877']","['http://pubmed.ncbi.nlm.nih.gov/21818334', 'http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3144889', 'http://hdl.handle.net/10044%2F1%2F53887']",https://en.wikipedia.org/wiki/Cebu_flowerpecker,https://upload.wikimedia.org/wikipedia/commons/6/65/Dicaeumquadricolor.jpg,Philippines,forest
173,"('Cebu hawk-owl', 'Conservation status')",,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ninox,N. rumseyi,"Ninox rumseyiRasmussen et al., 2012",,"The conservation status of a group of organisms (for instance, a species) indicates whether the group still exists and how likely the group is to become extinct in the near future. Many factors are taken into account when assessing conservation status: not simply the number of individuals remaining, but the overall increase or decrease in the population over time, breeding success rates, and known threats.","['All articles containing potentially dated statements', 'All articles with dead external links', 'Articles containing potentially dated statements from January 2008']","['http://www.inbo.be/content/homepage_en.asp', 'http://www.cosepac.gc.ca/eng/sct5/index_e.cfm', 'http://www.ymparisto.fi/default.asp?node=6053&lan=en']",https://en.wikipedia.org/wiki/Conservation_status,https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg,,
174,Cedar waxwingTemporal range: Pleistocene–present PreꞒ Ꞓ O S D C P T J K Pg N ↓,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,B. cedrorum,"Bombycilla cedrorumVieillot, 1808",Ampelis cedrorum,"The cedar waxwing (Bombycilla cedrorum) is a member of the family Bombycillidae or waxwing family of passerine birds. It is a medium-sized, mostly brown, gray, and yellow.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1808']","['http://www.wordwiz72.com/waxwing.html', 'http://www.fruit.cornell.edu/berry/ipm/ipmpdfs/byebyebirdiesmallfruit.pdf', 'http://soilslab.cfr.washington.edu/madrone/ch04_gu.pdf']",https://en.wikipedia.org/wiki/Cedar_waxwing,https://upload.wikimedia.org/wikipedia/commons/2/22/Bombycilla_cedrorum_-_Cedar_Waxwing_-_XC107623.ogg,United States,
