,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,conservation status,hearing range,behavioral circadian rhythm,bill length,body shape,diet includes,mating system,native range includes,social system,tarsus length,temperature at range midpoint latitude,trophic guild,eats,foraging habitat,life span,litters per year,prenatal development duration,weight,genome size,has host,parasite of,visits flowers of,type specimen repository,ecomorphological guild,has ectoparasite,basal metabolic rate,trophic level,parental care,parasitized by,growth rate,egg mass,preys on,number of public records in bold,mutualistic with,middle toe length,invasive in,is killed by,body length,host of,onset of fertility,initial mortality rate,mortality rate doubling time,is eaten by,body temperature,sensory system,tarsometatarsus + middle toe length,has pathogen,motility,clutch/brood/litter size,is vector for,used for
0,Eurasian skylark,Animalia,Chordata,Aves,https://eol.org/pages/45511446,"Alauda arvensis (Sky Lark) is a species of birds in the family larks. They are native to the Palearctic. They are solitary, diurnal omnivores. They have parental care (pair provides care, female provides care, cooperative breeding, and paternal care). They rely on flight to move around.",,,,,United States,,,,,,,,,,,bilaterally symmetric,worms,monogamous,the Palearctic,solitary,,,granivore,,terrestrial,,1 /year,14 days,,,,,,NHMUK,,,0.722 watts,,,,,,,,,,,,,,,,,,,,,,,,,
0,Eurasian spoonbill,Animalia,Chordata,Aves,https://eol.org/pages/45512149,"Platalea leucorodia (Eurasian Spoonbill) is a species of birds in the family Threskiornithidae. They are listed in cites appendix ii. They are associated with freshwater habitat. They are found in the indo-malayan realm, the palearctic, and Afrotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",,the indo-malayan realm,,,Aegean Sea,marsh,,flight,,Unknown,corneal eyes,,,,,,,,,,,,invertivore,,freshwater,30.1 years,,,1868 g,,,,,,nectonic,,,,,,0.174 /day,,,,,,,,,,,,,,,,,,,,,
0,Eurasian stonecurlew,Animalia,Chordata,Aves,https://eol.org/pages/4377440,Burhinus oedicnemus oedicnemus (Eurasian Stone Curlew) is a subspecies of birds in the family stone-curlews. They rely on flight to move around.,tympanic middle ear,,,,,,20 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Eurasian teal,Animalia,Chordata,Aves,https://eol.org/pages/45510572,Anas crecca (Common Teal) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are native to United States. They are diurnal herbivores. Individuals can grow to 64 cm. They have parental care (female provides care). They rely on flight and drag powered swimming to move around.,,Afrotropics,,,Somalia,,,flight,,Unknown,,,,,,,,,United States,,,,,,freshwater,27.1 years,1 /year,22 days,,,,,,,nectonic,,1.68388 watts,,,,,,,,,,,,58 cm,,,,,,,,,,,,,
0,Eurasian tree sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45511015,Passer montanus (Eurasian Tree Sparrow) is a species of birds in the family Old World sparrows. They are found in the indo-malayan realm and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,the indo-malayan realm,,,United States,,,flight,,Decreasing,,,,,,,,,,,,,granivore,,terrestrial,13.1 years,2.5 /year,13 days,,,,,,Zoologisches Forschungsmuseum Alexander Koenig,,,0.2007 watts,,,,0.65 /day,,,,,,,,,,,,,,,,,,,,,
0,Eurasian treecreeper,Animalia,Chordata,Aves,https://eol.org/pages/45513691,"Certhia familiaris (Eurasian Tree Creeper) is a species of birds in the family treecreepers. They are native to the Palearctic. They are solitary, diurnal carnivores. They have parental care (paternal care, female provides care, and pair provides care). They rely on gliding and flight to move around.",,the indo-malayan realm,,,United States,,,,,Stable,,,,,,bilaterally symmetric,arthropods,monogamous,the Palearctic,solitary,,,invertivore,,terrestrial,,,13 days,,,,,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Eurasian whimbrel,Animalia,Chordata,Aves,https://eol.org/pages/45509190,"Numenius phaeopus (Whimbrel) is a species of birds in the family Scolopacidae. They are found in australasia, Antarctica, Oceania continent (Australia, NZ and islands), Afrotropics, The Nearctic, The Neotropics, the indo-malayan realm, and the palearctic. They are diurnal. Individuals can grow to 89 cm. They have parental care (pair provides care). They rely on flight to move around.",,The Neotropics,,,South Africa,,,flight,,Decreasing,,,,,,,,,,,,,invertivore,,terrestrial,24.2 years,1 /year,22 days,365.7 g,,,,,,nectonic,,,,,,,,,,,,,,89 cm,,,,,,,,,,,,,
0,Eurasian wigeon,Animalia,Chordata,Aves,https://eol.org/pages/45510556,Anas penelope (Eurasian Wigeon) is a species of birds in the family Anatidae. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,962 g,,Egypt,,20 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Eurasian woodcock,Animalia,Chordata,Aves,https://eol.org/pages/45509170,Scolopax rusticola (Eurasian Woodcock) is a species of birds in the family Scolopacidae. They are associated with freshwater habitat. They are found in the indo-malayan realm and the palearctic. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.,,the indo-malayan realm,,,United States,scrubland,,flight,,Stable,corneal eyes,,,,,,,,,,,,invertivore,Carabidae (ground beetles),terrestrial,15.5 years,,,308.3 g,,,,,,,,2.16 watts,,,,,,,,,,,,,,,,,,,,,,,,,
0,Eurasian wren,Animalia,Chordata,Aves,https://eol.org/pages/45510117,"Troglodytes troglodytes (Eurasian Wren) is a species of birds in the family wrens. They are native to the Palearctic, Mediterranean Sea, and The Nearctic. They are solitary, diurnal carnivores. They have parental care (paternal care, pair provides care, and female provides care). They rely on flight to move around.",,,,,United States,,,,,,,,,,,bilaterally symmetric,arthropods,polygynous,the Palearctic,solitary,,,invertivore,,terrestrial,,1 /year,15 days,,,,,,Zoologisches Forschungsmuseum Alexander Koenig,,,0.213 watts,,,,,,,,,,,,,,,,,,,,,,,,,
0,Eurasian wryneck,Animalia,Chordata,Aves,https://eol.org/pages/45509717,"Jynx torquilla (Eurasian Wryneck) is a species of birds in the family woodpeckers. They are found in the palearctic, Afrotropics, and the indo-malayan realm. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",,the palearctic,,,United States,tropical,,flight,,Decreasing,,,,,,,,,,,,,invertivore,,terrestrial,10 years,,,35 g,,,,,Museum of Zoology Senckenberg Dresden,,,,,,,0.373 /day,,CORRUPTED VALUE for trait R20-PK36826414,,,,,,,,,,,,,,,,,,,
0,European beeeater,Animalia,Chordata,Aves,https://eol.org/pages/45513614,"Merops apiaster (European Bee Eater) is a species of birds in the family bee-eaters. They are associated with freshwater habitat. They are native to the Palearctic and Ethiopia. They are solitary, diurnal carnivores. They have parental care (female provides care, cooperative breeding, and paternal care). They rely on flight to move around.",,the palearctic,,,Mozambique,,,flight,,Stable,,,,,,bilaterally symmetric,insects,monogamous,the Palearctic,solitary,,,invertivore,,terrestrial,,,,,1.32 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,European crested tit,Animalia,Chordata,Aves,https://eol.org/pages/45515262,Lophophanes cristatus (Crested Tit) is a species of birds in the family Paridae. They rely on flight to move around.,tympanic middle ear,,12.5 g,,North Atlantic,terrestrial,,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,Hedera helix L. (English ivy),,11.6 years,,,11.1 g,,,,,,,,,,,,,,,,,,,,,,365 days,,,,,,,,,,,
0,European golden plover,Animalia,Chordata,Aves,https://eol.org/pages/45509150,Pluvialis apricaria (European Golden Plover) is a species of birds in the family Charadriidae. They are found in the palearctic and Afrotropics. They are diurnal. Individuals can grow to 76 cm. They have parental care (pair provides care). They rely on flight to move around.,,the palearctic,,,United States,,,flight,,Increasing,,,,,,,,,,,,,invertivore,,terrestrial,12.8 years,,,214 g,,,,,NHMUK,nectonic,,,,,,0.12 /day,,,,,,,,67 cm,,,,,,,,,,,,,
0,European goldfinch,Animalia,Chordata,Aves,https://eol.org/pages/45510348,"Carduelis carduelis (Citril Finch) is a species of birds in the family finches. They are associated with freshwater habitat. They are found in The Neotropics, the palearctic, the indo-malayan realm, and australasia. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,The Neotropics,,,United States,tarn,,flight,,,corneal eyes,,,,,,,,,,,,granivore,Ulmus (elm),terrestrial,27 years,,,16 g,,,,,Zoologisches Forschungsmuseum Alexander Koenig,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,European green woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/45513622,Picus viridis (Eurasian Green Woodpecker) is a species of birds in the family woodpeckers. They are found in the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,the palearctic,,,North Pacific,grassland,,flight,,Increasing,,,,,,,,,,,,,invertivore,"Prunus spinosa L. (sloe, blackthorn)",terrestrial,15.2 years,,,176 g,,,,,SNSB-Zoologische Staatssammlung Muenchen,,,,,,,,,Chrysolina banksi,,,,,,,,,,,,,,,,,,,
0,European herring gull,Animalia,Chordata,Aves,https://eol.org/pages/45509300,"Larus argentatus (European Herring Gull) is a species of birds in the family Laridae. They are associated with freshwater habitat. They are native to the Palearctic and The Nearctic. They are diurnal carnivores. Individuals can grow to 155 cm. They have parental care (pair provides care, paternal care, and female provides care). They rely on flight and swimming to move around.",,,,,Mexico,,,,,,,,,,48.9 mm,bilaterally symmetric,fruit,polygynous,the Palearctic,,,,,,coastal,,1 /year,27 days,,,,,,,nectonic,,,,,,,,,,,,,,,,,0.004 /year,6 years,,,,,,,,,
0,European honey buzzard,Animalia,Chordata,Aves,https://eol.org/pages/45515790,Pernis apivorus (European Honey Buzzard) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in Afrotropics and the palearctic. They are nocturnal. They have parental care (occasionally breeds cooperatively). They rely on flight to move around.,,Afrotropics,,,Mozambique,mountain,,flight,,Decreasing,,,,,,,,,,,,,invertivore,,terrestrial,29 years,,21 days,758 g,,,,,,,,2.36428 watts,,,,,,Turdus philomelos Brehm & CL 1831 (Song thrush),,,,,,,,,,,,,,,,,,,
0,European nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45513604,"Caprimulgus europaeus (Eurasian Nightjar) is a species of birds in the family Caprimulgidae. They are native to the Palearctic and Ethiopia. They are solitary, nocturnal carnivores. They have parental care (occasionally breeds cooperatively, cooperative breeding, female provides care, and paternal care). They rely on flight to move around.",,Afrotropics,,,Mozambique,,,flight,,Decreasing,,,,,,bilaterally symmetric,insects,monogamous,the Palearctic,solitary,,,invertivore,,terrestrial,,,15 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,European pied flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/4402294,Ficedula hypoleuca hypoleuca (European Pied Flycatcher) is a subspecies of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,Kenya,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,European robin,Animalia,Chordata,Aves,https://eol.org/pages/45513703,Erithacus rubecula (European Robin) is a species of birds in the family Old World flycatchers. They are found in the palearctic. They are diurnal. They have parental care (occasionally breeds cooperatively). They rely on flight to move around.,,the palearctic,,,United States,,,flight,,Increasing,,,,,,,,,,,,,invertivore,,terrestrial,,,15 days,,,,,,Zoologisches Forschungsmuseum Alexander Koenig,,,0.281 watts,,,,0.429 /day,,,,,,,,,,,0.02 /year,1.6 years,,,,,,,,,
0,European roller,Animalia,Chordata,Aves,https://eol.org/pages/55546294,European roller astrovirus is a species of  in the family Astrovirus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,European scops owl,Animalia,Chordata,Aves,https://eol.org/pages/45518929,"Otus scops (Eurasian Scops Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the palearctic, Afrotropics, and the indo-malayan realm. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,the palearctic,,,Mozambique,,,flight,,Decreasing,corneal eyes,,,,,,,,,,,,invertivore,,terrestrial,6.8 years,,,92 g,,,,,Museum of Zoology Senckenberg Dresden,,,,,,,,,Gryllotalpa,,,,,,,,,,,,,,,,,,,
0,European serin,Animalia,Chordata,Aves,https://eol.org/pages/45510350,Serinus serinus (European Serin) is a species of birds in the family finches. They are found in the palearctic. They are diurnal. They rely on flight to move around.,tympanic middle ear,the palearctic,14 g,,United States,coastal,,flight,,Decreasing,corneal eyes,,,diurnal,,,,,,,,,,,,,,,11.2 g,,,,,,,,,,,,0.315 /day,,,,,,,,,,365 days,,,,,,,,,,,
0,European shag,Animalia,Chordata,Aves,https://eol.org/pages/45513571,"Phalacrocorax aristotelis (European Shag) is a species of birds in the family cormorants. They are native to the Palearctic. They are diurnal carnivores. Individuals can grow to 105 cm. They have parental care (paternal care, female provides care, and pair provides care). They rely on swimming and flight to move around.",,the palearctic,,,North Atlantic,,,,,,,,,,,bilaterally symmetric,fish,monogamous,the Palearctic,group living,,,vertivore,,coastal,,,,,,,,,,nectonic,,,,,,0.171 /day,,,,,,,,90 cm,,,,,,,,,,,,,
0,European stonechat,Animalia,Chordata,Aves,https://eol.org/pages/45513718,Saxicola rubicola (European Stonechat) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,Bahrain,grassland,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,Saturnia pavonia (Linnaeus 1758) (Emperor),,,,,,,,,,,,,,,,,,,CORRUPTED VALUE for trait R20-PK36839003,,,,,Felis catus Linnaeus 1758 (cat),,,,,,,,,,,,,,
0,European storm petrel,Animalia,Chordata,Aves,https://eol.org/pages/45509009,Hydrobates pelagicus (European Storm Petrel) is a species of birds in the family storm petrels. They are found in the palearctic. They are diurnal. Individuals can grow to 39 cm. They have parental care (pair provides care). They rely on flight to move around.,,the palearctic,,,South Africa,marine,,flight,,Unknown,,,,,,,,,,,,,vertivore,,marine pelagic,33.8 years,,35 days,25.2 g,,,,,,nectonic,,,,,,,,,,,,,,39 cm,,,,,,,,,,,,,
0,European turtle dove,Animalia,Chordata,Aves,https://eol.org/pages/45509390,Streptopelia turtur (European Turtle Dove) is a species of birds in the family Columbidae. They are listed as vulnerable by IUCN. They are found in the palearctic and Afrotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,the palearctic,,,United States,mountain,,flight,,Decreasing,corneal eyes,,,,,,,,,,,,granivore,,terrestrial,13.2 years,,,132 g,,,,,Zoologisches Forschungsmuseum Alexander Koenig,,,1.138 watts,,,,,,,,,,,,,,,,,,,,,,,,,
0,Evening grosbeak,Animalia,Chordata,Aves,https://eol.org/pages/45510260,Hesperiphona vespertina (Evening Grosbeak) is a species of birds in the family finches. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,,United States,"mixed forest,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,vulnerable,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glaucidium gnoma Wagler 1832 (Mountain Pygmy Owl),,,,,,,,
0,Everetts scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1228538,Otus everetti (Everett's Scops Owl) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,terrestrial,-15 dB,flight,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Everetts thrush,Animalia,Chordata,Aves,https://eol.org/pages/1052845,Zoothera everetti (Everett's Thrush) is a species of birds in the family thrushes. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,Borneo Montane Rain Forests,Malaysia,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Everetts whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517333,Zosterops everetti (Everett's White Eye) is a species of birds in the family white-eyes. They are found in the indo-malayan realm and australasia. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,12 g,,Brunei,"subtropical,terrestrial",,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,Ilex chevalieri Tardieu,,,,,,,,,,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Evergreen forest warbler,Animalia,Chordata,Aves,https://eol.org/pages/45514453,Bradypterus lopezi (Evergreen Forest Warbler) is a species of birds in the family Locustellidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Angolan Montane Forest-Grassland Mosaic,Mozambique,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Eversmanns redstart,Animalia,Chordata,Aves,https://eol.org/pages/45513712,Phoenicurus erythronotus (Eversmann's Redstart) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,22 g,,Oman,"mountain,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Exclamatory paradise whydah,Animalia,Chordata,Aves,https://eol.org/pages/45515056,Vidua interjecta (Exclamatory Paradise Whydah) is a species of birds in the family Viduidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,21 g,Northern Congolian Forest-Savanna Mosaic,Central African Republic,,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Eyebrowed jungle flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517496,Vauriella gularis (Eyebrowed Jungle Flycatcher) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,Malaysia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Eyebrowed thrush,Animalia,Chordata,Aves,https://eol.org/pages/45510216,"Turdus obscurus (Eyebrowed Thrush) is a species of birds in the family thrushes. They are found in Oceania continent (Australia, NZ and islands), australasia, the palearctic, and the indo-malayan realm. They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",80 g,Sakhalin Island Taiga,United States,"coniferous forest,terrestrial",10 dB,flight,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
